title,link,excerpt,published_at,funding_round,money_raised
Product discovery platform Influenster secures $8M in Series A funding from Ebates,https://techcrunch.com/2016/04/04/product-discovery-platform-influenster-secures-8m-in-series-a-funding-from-ebates/,"Product discovery and reviews platform, Influenster, has raised $8 million in financing from Ebates, a leading online cashback shopping service. Ebates is a subsidiary of Rakuten ? the multi-billion d...",2016/04/04,Series A,$8 M
C1X raises $8.5M for its advertiser and publisher tech,https://techcrunch.com/2016/10/11/c1x-series-b/,C1X has raised another $8.5 million in what it says is the first part of a Series B round of funding. The company was founded by Mukundu Kumaran (CEO) and Daisuke Nagayama (chief operating officer and...,2016/10/11,Series B,$8.5 M
3D Robotics Taps Qualcomm For $50M Series C And Mobile Tech,https://techcrunch.com/2015/02/26/3d-robotics-taps-qualcomm-for-50m-series-c-and-mobile-tech/,The race to build the best drone is on and 3D Robotics is today announcing its latest round of financing that it hopes will enable the company to keep its commanding position in the marketplace. As pa...,2015/02/26,Series C,$50 M
Showpad closes $50M Series C to keep growing its SaaS sales productivity platform,https://techcrunch.com/2016/05/19/showpad-closes-50m-series-c-to-keep-growing-its-saas-sales-productivity-platform/,"SaaS startup Showpad which has built a platform designed to improve other businesses' sales productivity has closed a $50 million Series C funding round, led by Insight Venture Partners -- with Insigh...",2016/05/19,Series C,$50 M
The Guild Takes $2.5 Million Series C,https://techcrunch.com/2008/04/22/the-guild-takes-25-million-series-c/,"The Guild, an online marketplace for gifts and art has raised $2.5 million Series C in a round that included Dolphin Equity Partners.

Madison, Wisconsin based The Guild bills itself as the ""leading s...",2008/04/22,Series C,$2.5 M
Pentaho Takes $12 Million Series C,https://techcrunch.com/2008/02/21/pentaho-takes-12-million-series-c/,"Open source Business Intelligence firm Pentaho has taken $12 million Series C in a round led by Benchmark Capital. Previous investors Index Ventures and New Enterprise Associates also participated.

P...",2008/02/21,Series C,$12 M
"Space Ape Games, Maker Of Samurai Siege, Grabs $7M Series C",https://techcrunch.com/2014/12/03/monkey-business/,"Space Ape Games, the London-based mobile games developer behind Samurai Siege -- a game that has seen 10 million downloads since launch just over a year ago and netted the company $20m in aggregate re...",2014/12/03,Series C,$7 M
InvenSense Takes $19 Million Series C,https://techcrunch.com/2008/04/28/invensense-takes-19-million-series-c/,"InvenSense has taken $19 million Series C in a round led by Sierra Ventures with previous investors Artiman Ventures, Partech International and Qualcomm Ventures also participating. Strategic investor...",2008/04/28,Series C,$19 M
Demand Media Takes $100 Million Series C,https://techcrunch.com/2007/09/25/demand-media-takes-100-million-series-c/,"Domain holding company Demand Media has taken $100 million Series C funding in a round led by Goldman Sachs that included 3i Group, Generation Partners, Oak Investment Partners and Spectrum Equity Inv...",2007/09/25,Series C,$100 M
Greenplum Takes $27 Million Series C,https://techcrunch.com/2008/01/21/greenplum-takes-27-million-series-c/,"Database software provider Greenplum has taken $27 million Series C is a round led by Meritech Capital Partners that included Sun Microsystems and SAP Ventures.

Greenplum leverages open source databa...",2008/01/21,Series C,$27 M
Unisfair Takes $10 Million Series C,https://techcrunch.com/2008/01/20/unisfair-takes-10-million-series-c/,"Virtual events firm Unisfair has taken $10 million Series C in a round led by Norwest Ventures.

Unisfair powers virtual corporate events such live Expos, Trade Shows, & Conferences ""that use rich med...",2008/01/20,Series C,$10 M
PicksPal Takes $3 Million Series C,https://techcrunch.com/2007/10/30/pickspal-takes-3-million-series-c/,"Fantasy sports betting startup PicksPal has taken $3 million Series C in a round that included previous investors Bay Partners and Canaan Partners.

PicksPal is a free sports site where people bet on ...",2007/10/30,Series C,$3 M
Sequoia Leads Trulia's $10 Million Series C,https://techcrunch.com/2007/05/24/sequoia-leads-trulias-10-million-series-c/,Real estate search engine Trulia joins an elite Silicon Valley Club today with the announcement of $10m Series C funding in a round headed by Sequoia Capital. Trulia moved out of beta earlier this mon...,2007/05/24,Series C,$10 M
Marketing tech company Zeta Global raises $140M at a $1.3B valuation,https://techcrunch.com/2017/04/27/marketing-tech-company-zeta-global-raises-140m-at-a-1-3-billion-valuation/,"Zeta Global, the marketing tech company that has recently acquired the likes of eBay's enterprise arm and Acxiom Impact, is preparing for another round of acquisitions and investments in its technolog...",2017/04/27,NA,$140 M
German consumer loans marketplace Finanzcheck closes ?33M Series C,https://techcrunch.com/2016/04/06/german-consumer-loans-marketplace-finanzcheck-closes-e33m-series-c/,"In Europe, London tends to grab most of the fintech limelight but other tech hubs in the continent are producing their fair share of fintech companies with comparative success, not least in Germany. E...",2016/04/06,Series C,?33 M
Zoomdata Snares $25 Million Series C Led By Goldman Sachs,https://techcrunch.com/2016/02/16/zoomdata-snares-25-million-series-c-led-by-goldman-sachs/,"Zoomdata, a company that's trying to transform business intelligence by connecting to both modern and traditional data sources at scale, announced a $25 million Series C round today. The investment wa...",2016/02/16,Series C,$25 M
"AimBrain, a startup that uses biometric authentication to fight fintech fraud, raises £4M Series A",https://techcrunch.com/2017/06/19/aimbrain/,"AimBrain, a London startup that offers ""biometric identity"" as a service to help fintech companies and other financial institutions fight fraud, has raised £4 million in Series A funding. BGF Ventures...",2017/06/19,Series A,£4 M
"Don?t Launch A Company, Launch A Fund (Or The Series A Will Die)",https://techcrunch.com/2011/11/04/dont-launch-a-company-launch-a-fund-or-the-series-a-will-die/,"Editor?s note: This guest post is authored by Adeo Ressi, who is the founder of The Founder Institute and TheFunded.com. You can follow him on Twitter here. Every investor and entrepreneur knows there...",2011/11/04,Series A,unknown
"SnagAJob.com Snags $27 Million Series C From August Capital, Others",https://techcrunch.com/2011/03/10/snagajob-com-snags-27-million-series-c-from-august-capital-others/,"SnagAJob.com, an online community of hourly workers and provider of hourly workforce management solutions, this morning announced that it has secured $27 million in Series C funding in a round led by ...",2011/03/10,Series C,$27 M
Madison Reed Locks In $16.1 Million Series C To Grow The Business And Push Into Television,https://techcrunch.com/2015/09/28/madison-reed-locks-in-16-1-million-series-c-to-grow-the-business-and-push-into-television/,"At-home professional hair color delivery startup Madison Reed tells us they've pulled in $16.1 million in Series C financing to ""scale the business and invest in expanding marketing, specifically on T...",2015/09/28,Series C,$16.1 M
Drone Racing League raises a $20M Series B ahead of its 2nd season,https://techcrunch.com/2017/06/12/drone-racing-league-raises-a-20m-series-b-ahead-of-its-2nd-season/,"Drone Racing League has closed on $20M in Series B funding, led by U.K telecommunications company Sky, Liberty Media Corporation (which owns the Formula 1 racing brand) and Lux Capital. This new fundi...",2017/06/12,Series B,$20 M
Argentinian E-Commerce Leader Avenida Gets $30M Series C Round From Naspers And Tiger Global,https://techcrunch.com/2015/11/20/argentinian-e-commerce-leader-avenida-gets-30m-series-c-round-from-naspers-and-tiger-global/,Avenida is set on cementing its leadership position Argentina's e-commerce market after a $30 million Series C led by Naspers with participation from Tiger Global (both firms are returning investors)....,2015/11/20,Series C,$30 M
"PubNub Expands Series C To $25M, Banks On IoT To Boost Business On Its Messaging Network",https://techcrunch.com/2015/10/14/pubnub-expands-series-c-to-25m-banks-on-iot-to-boost-business-on-its-messaging-network/,"PubNub, the startup that has built a data network that carries messaging for apps, IoT hardware and other low-latency services, is today announcing that it has extended and closed its Series C round. ...",2015/10/14,Series C,$25 M
Leica's C-LUX 2: 7.2 Megapixels in Your Pocket,https://techcrunch.com/2007/03/08/leicas-c-lux-2-72-megapixels-in-your-pocket/,"Leica, the camera company you've never heard of, will release the C-LUX 2 this May. The 7.2-megapixel point-and-shoot has a 2.5-inch LCD and a 3.6x optical zoom, which isn't bad at all. It also mainta...",2007/03/08,NA, 7.2 M
Hiring Software Juggernaut Greenhouse Swallows $35M Series C,https://techcrunch.com/2015/08/24/keeping-resources-human/,"""We?re not trying to be the all-singing, all-dancing HR system. I don?t know how to be kickass at payroll"" says Greenhouse CEO Daniel Chait. But what his startup is kicking ass at is hiring software. ...",2015/08/24,Series C,$35 M
"Quiqup, a London-based on-demand delivery startup, raises £20M Series B",https://techcrunch.com/2017/05/23/quiqup-series-b/,"Quiqup, a London-based delivery startup that operates a ""shop on your behalf"" app similar to Jinn in Europe or Postmates in the U.S., in addition to a growing B2B business, has raised £20 million in S...",2017/05/23,Series B,£20 M
"LimeRoad, A Fashion Scrapbooking Site Based In India, Scoops Up $30M Series C",https://techcrunch.com/2015/03/30/limeroad-seriesc/,"LimeRoad, a New Delhi-based site that lets users create and share collages of fashion product, announced today that it has raised a $30 million series C led by Tiger Global, with participation from Li...",2015/03/30,Series C,$30 M
Online grocery platform Farmdrop raises £7M Series A led by Atomico,https://techcrunch.com/2017/04/23/farmdrop/,"Farmdrop, a farmer-friendly online grocery platform based in the U.K., has raised £7 million in Series A funding. Leading the round is Atomico, the London VC fund founded by Skype co-founder Niklas Ze...",2017/04/23,Series A,£7 M
Laszlo Expands Series C With An Extra $6.6 Million,https://techcrunch.com/2008/03/06/laszlo-expands-series-c-with-an-extra-66-million/,"Laszlo has raised an additional $6.6 million on its Series C round, taking the round to $14.6million. Participants included WI Harper Group, General Catalyst Partners, Sofinnova Ventures and Mitsui & ...",2008/03/06,Series C,$6.6 M
Pax Labs Heats Up With $46.7 Million In Series C Funding,https://techcrunch.com/2015/06/10/pax-labs-heats-up-with-46-7-million-in-series-c-funding/,"Pax Labs, the folks responsible for the Pax botanical vaporizer, have today announced a massive round of funding. The company is receiving $46.7 million in Series C financing led by existing investors...",2015/06/10,Series C,$46.7 M
Seatwave wins $25m Series C funding to expand,https://techcrunch.com/2008/02/11/seatwave-wins-25m-series-c-funding-to-expand/,"Ticket reseller Seatwave has taken $25 million Series C in a round led by Fidelity Ventures that included Atlas Venture, Mangrove Capital Partners and Adinvest. Total funding for Seatwave to date is $...",2008/02/11,Series C,$25 M
Instart Logic Bags $26M in Series C Funding To Continue Reinventing Content Delivery Networks,https://techcrunch.com/2014/05/13/instart-logic-bags-26m-in-series-c-funding-to-disrupt-cdns/,"Content delivery network company Instart Logic today received $26 million in Series C funding from KPCB, Andreessen Horowitz, Greylock Partners, Sutter Hill Ventures and Tenaya Capital. The Series C i...",2014/05/13,Series C,$26 M
TiVo Series 3 Modded to 1TB,https://techcrunch.com/2006/10/17/tivo-series-3-modded-to-1tb/,If the 250GB of storage on your Series 3 TiVo isn't enough - those HD recordings really suck up space - a guy on the Tivocommunity forums has devised a way to grow your puny storage to something your ...,2006/10/17,NA, 3 M
CloudPhysics Grabs $15M In Series C Funding And Announces New Virtual Storage Predictive Analytics,https://techcrunch.com/2014/06/23/cloudphysics-grabs-15m-in-series-c-funding-and-announces-new-virtual-storage-predictive-analytics/,"CloudPhysics has a vision for the data center: It wants to give sysadmins clarity and insight into possible issues that create bottlenecks in a virtualized environment, offer solutions when they happe...",2014/06/23,Series C,$15 M
SentinelOne raises a $70M C round to tackle multiple-vector cyber attacks,https://techcrunch.com/2017/01/25/sentinelone-raises-a-70m-c-round-to-tackle-multiple-vector-cyber-attacks/,"As workforces become increasingly mobile with laptops, smartphones and other handheld devices, the potential for vulnerability increases massively. The sophistication of cyber threats and targeted att...",2017/01/25,NA,$70 M
CB Insights Raises $10 Million in Series A Funding,https://techcrunch.com/2015/11/09/cb-insights-raises-10-million-in-series-a-funding/,"CB Insights, a nearly six-year-old, New York-based research outfit whose private company data and analysis has become oft-cited in media reports about the startup industry, has raised $10 million in S...",2015/11/09,Series A,$10 M
Healthcare booking platform DocPlanner scores $20M Series C and merges with Doctoralia,https://techcrunch.com/2016/06/07/docplanner-doctoralia/,"Europe's DocPlanner, an online booking platform for healthcare appointments, has raised a $20 million Series C round, and at the same time is announcing a merger with Spain's Doctoralia. The new fundi...",2016/06/07,Series C,$20 M
German iPad point of sale startup Orderbird closes $20M Series C,https://techcrunch.com/2016/05/11/german-ipad-point-of-sale-startup-orderbird-closes-20m-series-c/,"Timing is everything, right? Just a few days after recovering from a denial-of-service (DoS) attack, orderbird, which claims to be the leading iPad point of sale (POS) solution in German speaking mark...",2016/05/11,Series C,$20 M
ElasticSearch Scores $70M In Series C To Fund Growth Spurt,https://techcrunch.com/2014/06/05/elasticsearch-scores-70m-in-series-c-to-fund-growth-spurt/,ElasticSearch announced $70M in Series C funding today just 18 months after forming the company. Company executives say they will use the money to continue to drive their phenomenal growth. This round...,2014/06/05,Series C,$70 M
Drchrono raises $12 million in Series A to take on older EHR platforms like athenahealth,https://techcrunch.com/2017/04/06/drchrono-raises-12-million-in-series-a-to-take-on-older-ehr-platforms-like-athena-health/,A couple of early-stage venture capital outfits have infused medical practice management platform drchrono with $12 million in Series A financing to help the eight-year-old company compete with EHR in...,2017/04/06,Series A,$12 M
Sony E Series Walkman DAPs: Like USB Drives That Play Music,https://techcrunch.com/2007/04/11/sony-e-series-walkman-daps-like-usb-drives-that-play-music/,"Sony's got a new line of diminutive Walkman-branded DAPs coming out later this month in Japan. Looking like mere USB drives, these E-Series DAPs max out at 4GB, with models also coming in at 2GB and 1...",2007/04/11,Series D,unknown
Varsity Tutors Raises $50 Million In Series B,https://techcrunch.com/2015/11/13/varsity-tutors-raises-50-million-in-series-b/,"Varsity Tutors, the platform that connects elite tutors with students, has just closed a $50 million Series B funding round led by Technology Crossover Ventures and Adam Levine, frontman for Maroon 5 ...",2015/11/13,Series B,$50 M
C2Call closes a $2m series A round for its browser-based VoIP phone,https://techcrunch.com/2010/08/05/c2call-closes-a-2-million-series-a-round-for-its-browser-based-voip-phone/,"C2Call, the free browser-based Internet phone solution, has just raised an additional $2 million in Series A funding from Draper Investment Company, High-Tech Gründerfonds and Mr. Klaus Wecken, co-fou...",2010/08/05,Series A,$2 M
"Beekeeper, the mobile-first communications platform for non-desk workers, raises $8M Series A",https://techcrunch.com/2017/03/21/beekeeper-series-a/,"Beekeeper, the Switzerland and U.S.-based startup that provides a mobile-first communications platform for employers that need a better way to communicate with blue-collar and service-oriented workers...",2017/03/21,Series A,$8 M
"With $20 Billion In Consumer Debt Under Management, Credit Sesame Closes $12 Million Series C",https://techcrunch.com/2012/06/11/with-20-billion-in-consumer-debt-under-management-credit-sesame-closes-12-million-series-b/,"Personal finance service (and TechCrunch Disrupt alum) Credit Sesame has just secured $12 million in Series C funding. The round was led by Globespan Capital Partners, and included participation from ...",2012/06/11,Series C,$12 M
"Imzy raises $8 million Series A round, opens communities platform to everyone",https://techcrunch.com/2016/10/26/imzy-raises-8-million-series-a-round-opens-communities-platform-to-everyone/,"We all want to feel like we belong somewhere. In today's connected world, one-fifth of adults in the U.S. are online ""almost constantly,"" according to Pew Research Center. But the internet can be a lo...",2016/10/26,Series A,$8 M
Practice Fusion Pulls In $34M Series C Led By Artis To Crush The Other eMedical Record Startups,https://techcrunch.com/2012/06/28/practice-fusion/,"Practice Fusion is the frontrunner in the fevered race to become the electronic medical record platform, and today it finished raising a $34 million Series C led by hedge fund Artis Ventures to make s...",2012/06/28,Series C,$34 M
Demisto emerges from stealth with $6M Series A and smart bot to help automate security ops,https://techcrunch.com/2016/05/25/demisto-emerges-from-stealth-with-smart-security-bot-to-improve-security-ops/,"Demisto, a company founded by four security industry pros, emerged from stealth today with a pretty cool bot-driven security platform and $6 million in Series A. The round was led by Accel with partic...",2016/05/25,Series A,$6 M
"Helmed By Line?s Former CEO, Video Startup C Channel Launches With $4.1M In Funding",https://techcrunch.com/2015/04/09/c-channel/,"Today marks the official launch of C Channel, the new video startup headed by former Line chief executive officer Akira Morikawa. So far, the company has raised 500 million yen (about $4.1 million) in...",2015/04/09,NA,$4.1 M
NEA Leads Educational Network Edmodo?s $25 Million Series C,https://techcrunch.com/2012/07/19/nea-leads-educational-network-edmodos-25-million-series-c/,"Edmodo, the collaborative learning network for teachers and students, is announcing today it has closed a $25 million Series C round of funding. The round was led by new investor New Enterprise Associ...",2012/07/19,Series C,$25 M
Data Storage Company Nexenta Scores $21 Million In Series C Funding,https://techcrunch.com/2012/01/18/data-storage-company-nexenta-scores-21-million-in-series-c-funding/,Data storage solutions provider Nexenta this morning announced that it has secured $21 million in Series C funding in a round led by new investor Menlo Ventures and joined by Sierra Ventures and Razor...,2012/01/18,Series C,$21 M
Forget That Lame Teaser: RIM?s L-Series BlackBerry 10 Phone Gets Captured On Video (Again),https://techcrunch.com/2012/12/12/forget-that-lame-teaser-rims-l-series-blackberry-10-phone-gets-captured-on-video-again/,"RIM posted a mostly toothless smartphone teaser to its BlackBerry 10 landing page earlier this week, but really, what BlackBerry fan could be appeased by that? Thankfully, the folks at Tinhte.vn (the ...",2012/12/12,Series B,unknown
Trion Closes A Whopping $70 Million In Series C Funding,https://techcrunch.com/2008/09/23/trion-closes-a-whopping-70-million-in-series-c-funding/,"Trion World Network, an online games developer, announced today that it raised $70 million in Series C funding. Peacock Equity, the joint venture between GE Commercial Finance?s Media, Communications ...",2008/09/23,Series C,$70 M
Silvair raises $12 million Series A to light up your (retail) life,https://techcrunch.com/2016/11/02/silvair-raises-12-million-series-a-to-light-up-your-retail-life/,"When we last left Polish smart lighting company Silvair they were working on a way to create a Bluetooth mesh network between you, your kettle, your lightbulbs, and countless other devices in the home...",2016/11/02,Series A,$12 M
PlayFirst Plays Its Way To $9.2 Million In Series C,https://techcrunch.com/2010/10/12/playfirst/,"Gaming startup PlayFirst has raised $9.2 million to expand its casual gaming experience into mobile and social, raising its total funding to $31 million. The Series C round was split into $5.2 million...",2010/10/12,Series C,$9.2 M
"The Facebook Button Is Back On Phones: Nokia Puts Social Networking Knobs On ~$62 Series 40 Asha 205, 205 Dual-SIM Qwerty Handsets",https://techcrunch.com/2012/11/26/the-facebook-button-is-back-on-phones-nokia-puts-social-networking-knobs-on-62-series-40-asha-205-205-dual-sim-qwerty-handsets/,"Amid all the Windows Phone, luridly coloured Lumia hype, it's easy to forget Nokia sells a far more successful line of mobile phones, based on its Series 40 OS. While it sold just 2.9 million Microsof...",2012/11/26,NA, 2.9 M
YouSendIt Closes Its $14 Million Series C Round,https://techcrunch.com/2008/07/14/yousendit-closes-its-14-million-series-c-round/,"YouSendIt has raised an additional $14 million in a Series C round led by Emergence Capital and all existing investors, including Alloy Ventures, Sevin Rosen Funds, Cambrian Ventures and Sigma Partner...",2008/07/14,Series C,$14 M
Network analytics startup Kentik pulls in $23M Series B,https://techcrunch.com/2016/08/04/network-analytics-startup-kentik-pulls-in-23m-series-b/,"In a beacon of hope for onlooking founders, Y Combinator reject and network analytics startup Kentik Technologies locked down a $23 million Series B this morning. Let?s be honest ? most of us don?t kn...",2016/08/04,Series B,$23 M
Ticket Scalpers Seatwave Take $25 Million Series C,https://techcrunch.com/2008/02/11/ticket-scalpers-seatwave-take-25-million-series-c/,"European ticket resellers Seatwave have taken $25 million Series C in a round led by Fidelity Ventures that included Atlas Venture, Mangrove Capital Partners and Adinvest. Total funding for Seatwave t...",2008/02/11,Series C,$25 M
From Silicon Valley To Europe: Is The U.S. Series A Crunch Affecting European Startups?,https://techcrunch.com/2012/12/22/from-silicon-valley-to-europe-is-the-u-s-series-a-crunch-affecting-european-startups/,Q: Is Silicon Valley's Series A crunch causing a chill in Europe? A: Yes and no. A lot has been written about the Series A crunch/palpable chill in Silicon Valley that's making founders pull their car...,2012/12/22,Series A,unknown
Ad Network Greystripe Receives $5.5 Million In Series C Funding,https://techcrunch.com/2009/03/11/ad-network-greystripe-receives-55-million-in-series-c-funding/,"Mobile game advertising network Greystripe secured $5.5 million in Series C funding led by Incubic Venture Capital, Steamboat Ventures and Monitor Ventures. The company previously received a total of ...",2009/03/11,Series C,$5.5 M
Full Details On Mint's $14 Million Series C Round,https://techcrunch.com/2009/08/12/full-details-on-mints-14-million-series-c-round/,"Mint, the popular personal finance site that won 2007's TechCrunch40 conference, has closed a new $14 million Series C funding round. Silicon Alley Insider discovered the round in an SEC filing this m...",2009/08/12,Series C,$14 M
Everfi raises $190 million to teach life skills and touchy subjects online,https://techcrunch.com/2017/04/26/everfi-raises-190-million-to-teach-life-skills-and-touchy-subjects-online/,EVERFI Inc. has raised $190 million in Series D funding to teach students online the life skills and touchy subject matter that they never learned in school. A sampling of courses offered by Everfi ra...,2017/04/26,Series D,$190 M
Social Media Dashboard Bottlenose Raises $3.6M,https://techcrunch.com/2013/07/30/social-media-dashboard-bottlenose-raises-3-6m/,"Bottlenose, a web platform to organize social media streams, has raised $3.6 million in Series A funding. The round was led by ff Venture Capital and joined by Lerer Ventures, Transmedia, Advancit, St...",2013/07/30,Series A,$3.6 M
Redfin Takes $12 Million Series C Financing Amid Realtor War,https://techcrunch.com/2007/07/17/redfin-takes-12-million-series-c-financing-amid-realtor-war/,"Seattle-based Redfin, a real estate website that allows users to bypass most of the fees associated with using real estate brokers, has closed a $12 million Series C round of financing. This is on top...",2007/07/17,Series C,$12 M
Like.com's Perfect Timing: $32 Million Series C Round,https://techcrunch.com/2008/10/21/likecoms-perfect-timing-32-million-series-c-round/,"Silicon Valley based Like.com managed to raise a monster round of financing at just the right time: $32 million in Series C round of funding that closed in August, led by Menlo Ventures. Crosslink Cap...",2008/10/21,Series C,$32 M
Jajah Announces Deutsche Telekom As Second Series C Investor,https://techcrunch.com/2007/05/28/jajah-announces-deutsche-telekom-as-second-series-c-investor/,"Earlier this month we announced VOIP startup Jajah had accepted $20 million in series C investment from Intel Capital. Tonight, Jajah has announced that they've added a co-lead to the round: Deutsche ...",2007/05/28,Series C,$20 M
JAJAH Lands $20 million Series C Funding From Intel,https://techcrunch.com/2007/05/09/jajah-lands-20-million-series-c-funding-from-intel/,"VOIP provider JAJAH closes Series C funding of $20 million today, with the lead investment coming from Intel Capital, the venture capital arm of Intel. Previous TechCrunch coverage here. As part of th...",2007/05/09,Series C,$20 M
"MyMusicTaste, A Crowdsourcing Platform For Concerts, Raises $10M Series A",https://techcrunch.com/2016/01/07/mymusictaste-a-crowdsourcing-platform-for-concerts-raises-10m-series-a/,"MyMusicTaste, a Seoul-based startup that gauges fan interest to help figure out where to plan concerts, plans to expand throughout Asia after landing a $10 million Series A led by Softbank Ventures Ko...",2016/01/07,Series A,$10 M
"Chowbotics raises $5 million for salad-making robots named Sally, of course",https://techcrunch.com/2017/03/09/chowbotics-raises-5-million-for-salad-making-robots-named-sally-of-course/,"Chowbotics Inc. has landed $5 million in a Series A round of venture funding to develop what it's calling food service robots. These are machines designed to prepare food in restaurants, cafeterias an...",2017/03/09,Series A,$5 M
Banjo Scores $100M Series C Led By Softbank To Analyze Events As They Happen,https://techcrunch.com/2015/05/07/banjo-seriesc/,"Banjo, a startup that analyzes data about events and breaking news in real-time, has pulled in a $100 million series C led by Softbank with participation from returning investor BlueRun Ventures. This...",2015/05/07,Series C,$100 M
"Mya raises $11.4M Series A to streamline recruiting for retail, warehouse and call center jobs",https://techcrunch.com/2017/05/10/mya-raises-11-4m-series-a-to-streamline-recruiting-for-retail-warehouse-and-call-center-jobs/,"Recruiting is miserable. The experience lacks so many things: transparency, fairness, timeliness and so on that solutions to date have only addressed part of the problem. LinkedIn made the resume digi...",2017/05/10,Series A,$11.4 M
"Chowbotics raises $5 million for salad-making robots named Sally, of course",https://techcrunch.com/2017/03/09/chowbotics-raises-5-million-for-salad-making-robots-named-sally-of-course/,"Chowbotics Inc. has landed $5 million in a Series A round of venture funding to develop what it's calling food service robots. These are machines designed to prepare food in restaurants, cafeterias an...",2017/03/09,Series A,$5 M
Crossloop Raises $6 Million Series B,https://techcrunch.com/2008/09/15/crossloop-raises-6-million-series-b/,"Sometimes you just need a little help from your friends. Investors are putting $6 million more into CrossLoop, the peer-to-peer IT help desk app. Venrock is leading the round, and previous investor El...",2008/09/15,Series B,$6 M
Setting The Right Valuation For A Competitive Series A Round,https://techcrunch.com/2015/07/31/setting-the-right-valuation-for-a-competitive-series-a-round/,Founders are often puzzled by how VCs derive valuations for competitive Series A rounds. A competitive Series A round is an equity round where a company generally raises greater than $5 million led by...,2015/07/31,Series A,$5 M
User-generated content marketing platform Yotpo picks up $22M Series C,https://techcrunch.com/2016/06/14/yotpo-series-c/,"Yotpo, a platform that lets companies solicit content from their users and customers in the form of reviews, Q&As, and photos and videos, for use across various marketing channels, has picked up $22 m...",2016/06/14,Series C,$22 M
Makeblock raises $30 million for robot-building kits for kids,https://techcrunch.com/2017/03/15/makeblock-raises-30-million-for-robot-building-kits-for-kids/,"Remember when kids could simply play with their toys? They still can. But parents are increasingly spending on toys that are chockablock with tech components, and that promise to turn their kids into ...",2017/03/15,NA,$30 M
"ScribbleLive Closes $12M Series C, Eyes Acquisitions And International Expansion",https://techcrunch.com/2014/10/02/scribblelive-closes-12m-series-c-eyes-acquisitions-and-international-expansion/,ScribbleLive is today announcing the closing of a $12 million Series C investment led by WIN (Waterloo Innovation Network) Fund with all of the company's existing investors also participating. The com...,2014/10/02,Series C,$12 M
Jolla closes $12M Series C for its Sailfish mobile OS licensing business,https://techcrunch.com/2016/05/03/jolla-closes-12m-series-c-for-its-sailfish-mobile-os-licensing-business/,"Alternative mobile OS maker, Jolla, whose Sailfish licensing business aims to compete with Google's Android platform by offering OEMs the ability to tailor the mobile platform to their needs, has clos...",2016/05/03,Series C,$12 M
"Appear Here, a marketplace for short-term retail space, raises $12M Series B",https://techcrunch.com/2017/05/17/appear-here-a-marketplace-for-short-term-retail-space-raises-12m-series-b/,"Appear Here, a marketplace for short-term retail space that originally launched to ride the 'pop-up' shop craze, has raised $12 million in Series B funding. Leading the round is Octopus Ventures, with...",2017/05/17,Series B,$12 M
Letgo raises $175 million for its used goods marketplace,https://techcrunch.com/2017/01/17/letgo-raises-whopping-175-million-financing-for-its-used-goods-marketplace/,"With a pitch for its users to just let go of the things they no longer need, the online used goods marketplace letgo has managed to grab on to $175 million in new financing. Since its launch in 2015, ...",2017/01/17,NA,$175 M
CoreOS raises $28M Series B round led by GV,https://techcrunch.com/2016/05/09/coreos-raises-28m-series-b-round-led-by-gv/,"CoreOS, the company behind the container-centric CoreOS Linux distribution and Tectonic container management service, today announced that it has raised a $28 million Series B round led by GV, the fun...",2016/05/09,Series B,$28 M
C9 Hires A New CEO And Raises $12M For Sales Forecasting SaaS,https://techcrunch.com/2013/09/23/c9-hires-a-new-ceo-and-raises-12m-for-sales-forecasting-saas/,"C9 has a new CEO and $12 million in funding for its platform that helps customers forecast sales revenues. The Series D round was led by existing investors Mayfield Fund, InterWest Partners and Leapfr...",2013/09/23,Series D,$12 M
Makeblock raises $30 million for robot-building kits for kids,https://techcrunch.com/2017/03/15/makeblock-raises-30-million-for-robot-building-kits-for-kids/,"Remember when kids could simply play with their toys? They still can. But parents are increasingly spending on toys that are chockablock with tech components, and that promise to turn their kids into ...",2017/03/15,NA,$30 M
Online lender Kreditech closes out Series C at $103M after getting $11M from the IFC,https://techcrunch.com/2016/03/23/online-lender-kreditech-closes-out-series-c-at-103m-after-getting-11m-from-the-ifc/,"Kreditech -- the German startup that offers loans and other financial services to consumers who have little or no credit history by using some 20,000 data points online to assess their suitability -- ...",2016/03/23,Series C,$103 M
Pivotal scores $253 million Series C led by Ford on hefty $2.8 billion valuation,https://techcrunch.com/2016/05/05/pivotal-lands-253-million-series-c-led-by-ford-and-microsoft-on-2-8-billion-valuation/,"Pivotal has a couple of new friends with big wallets. Today it announced that Ford and Microsoft were joining EMC, VMware and GE as investment partners on a massive $253 million Series C investment wi...",2016/05/05,Series C,$253 M
CodeFights raises $10M Series A round for its skills-based recruiting platform,https://techcrunch.com/2016/11/17/codefights-raises-10m-series-a-round-for-its-skills-based-recruiting-platform/,"CodeFights brings together coding challenges and skills-based recruiting. The company, which competes with the likes of HackerRank, today announced that it has raised a $10 million Series A round led ...",2016/11/17,Series A,$10 M
"JoyRun, a food delivery app with a twist, raises $8.5 million",https://techcrunch.com/2017/03/30/joyrun-a-food-delivery-app-with-a-twist-raises-8-5-million/,"A Santa Clara, Calif. startup called JoyRun has raised about $10 million in Series A and seed funding for its peer-to-peer food and drinks delivery app. Floodgate led the $8.5 million Series A round i...",2017/03/30,Series A,$8.5 M
