title,link,excerpt,published_at,funding_round,money_raised
InVision Design Tool Raises $21 Million Series B,https://techcrunch.com/2014/08/06/invision-design-tool-raises-21-million-series-b/,"InVision, the design-focused prototyping tool, has today closed a $21 million Series B round, with participation from existing investors including Tiger Global Management (who led the round), as well ...",2014/08/06,Series B,$21 M
Cloud-Based Code Editor Codeanywhere Raises $600k In Series A Funding,https://techcrunch.com/2013/07/15/cloud-based-code-editor-codeanywhere-raises-600k-in-series-a-funding/,"Cloud-based Code Editor Koding has raised $9.25 million so far, while other similar businesses like Cloud9 IDE have appeared in recent years. However, Codeanywhere, one of the biggest players in the c...",2013/07/15,Series A,$9.25 M
"Symantec Gives Cloud Backup A Boost, Goes In On Backupify?s $9 Million Series C",https://techcrunch.com/2012/07/11/symantec-gives-cloud-backup-a-boost-goes-in-on-backupifys-9-million-series-c/,"Backupify, the startup providing backup, search and restore solutions for online services like Google Apps, Salesforce, Facebook and Twitter, is announcing today that it's secured $9 million in Series...",2012/07/11,Series C,$9 M
"Online Shoe Retailer Spartoo Marches On With ?25 Million Series C, Led By Sofina, To Bolster European Growth",https://techcrunch.com/2012/10/23/online-shoe-retailer-spartoo-marches-on-with-e25-million-series-c-led-by-sofina-to-bolster-european-growth/,"European online footwear and bag retailer, Spartoo -- the 'Zappos of Europe' -- has raised ?25 million ($32.5 million) in Series C funding led by Belgian investment holding company Sofina. Existing in...",2012/10/23,Series C,?25 M
Wercker Raises $4.5M Series A Round For Its Container-Centric Automation Platform,https://techcrunch.com/2016/01/28/wercker-raises-4-5m-series-a-round-for-its-container-centric-automation-platform/,Dutch startup Wercker today announced a $4.5 million Series A funding round. Wercker offers developers a container-centric platform for automating the development of microservices and applications. Us...,2016/01/28,Series A,$4.5 M
Data Storage Company Coraid Raises $25 Million Series B,https://techcrunch.com/2010/11/15/data-storage-company-coraid-raises-25-million-series-b/,"Coraid, a developer of Ethernet SAN storage solutions, this morning announced that it has closed a $25 million Series B funding round led by Menlo Ventures. All of Coraid's Series A ($10 million) back...",2010/11/15,Series B,$25 M
Indian E-commerce Logistics Startup Delhivery Raises $85M Series D,https://techcrunch.com/2015/05/06/delhivery-seriesd/,"In yet another vote of confidence for India?s e-commerce market, logistics company Delhivery has scored a series D round of $85 million, less than eight months after its $35 million series C. The late...",2015/05/06,Series D,$85 M
"BloomNation, A Marketplace For Local Florists, Raises $5.6 Million Series A",https://techcrunch.com/2014/10/07/bloomnation-a-marketplace-for-local-florists-raises-5-6-million-series-a/,"BloomNation, a Santa Monica-based startup offering florists and floral designers a platform for running their business online, as well as a marketplace that connects florists and consumers, has now cl...",2014/10/07,Series A,$5.6 M
Coupa Raises $22 Million Series E To Help Companies Track Spending,https://techcrunch.com/2012/05/10/coupa-raises-22-million-series-e-to-help-companies-track-spending/,"Coupa, the creator of spend optimization software for businesses, which brings something of a Mint.com-like view into where a company spends on operating resources, is today announcing the close of a ...",2012/05/10,Series E,$22 M
Stealth Startup Numecent Raises $2 Million Series A For ?Cloudpaging? Technology,https://techcrunch.com/2012/02/01/stealth-startup-numecent-raises-2-million-series-a-for-cloudpaging-technology/,"Numecent, a stealth startup building a patented ""cloudpaging"" technology, just raised $2 million in Series A funding from undisclosed corporate investors. The $2 million tranche is a part of a larger ...",2012/02/01,Series A,$2 M
Involver Closes $8 Million Series C For Its Social Media Marketing Platform,https://techcrunch.com/2010/10/14/involver-closes-8-million-series-c-for-its-social-media-marketing-platform/,"Involver, a firm that offers a social media management platform as well as a suite of Facebook Page apps, has closed an $8 million Series C funding round. The round was led by Bessemer Venture Partner...",2010/10/14,Series C,$8 M
Team and Concepts Raises $1.25million Series A,https://techcrunch.com/2007/06/10/team-and-concepts-raises-125million-series-a/,"Team and Concepts Limited, the Hong Kong based company behind online spreadsheet service EditGrid, has announced a $1.25million Series A investment from the WI Harper Group.

WI Harper's previous inve...",2007/06/10,Series A,$1.25 M
Outbrain Raises $35M In Series D Funding For Content Discovery Platform,https://techcrunch.com/2011/12/14/outbrain-raises-35-million-in-series-d-funding/,"Today, content discovery platform Outbrain is announcing it has secured $35 million in Series D funding in a round led by Index Ventures. Existing investors Carmel Ventures and Lightspeed Venture Part...",2011/12/14,Series D,$35 M
Lingo Live raises $5.2 million to help employees become truly fluent,https://techcrunch.com/2017/01/12/lingolive-raises-5-2-million-to-help-language-learners-become-professionally-fluent/,Tech startups have tried to make language learning possible without human tutors since way back in the 90s when CD-ROMs and Rosetta Stone were state-of-the-art. The rise of social media and smartphone...,2017/01/12,NA,$5.2 M
Car Buying Platform Carwow Raises £12.5M Series B Led by Accel,https://techcrunch.com/2016/01/13/the-series-b-stop/,"Carwow, the U.K. site that claims to offer a better way to buy a new car, has stopped off for some further funding. The four year-old startup has raised a £12.5 million Series B led by Accel, who I un...",2016/01/13,Series B,£12.5 M
CitySocialising raises £1m in Series A round led by PROfounders Capital,https://techcrunch.com/2010/12/07/citysocialising-raises-1m-in-series-a-round-led-by-profounders-capital/,"CitySocialising, the subscription-based social network that lets members find local and likeminded people to socialise with in the real world, has secured £1m in a Series A round led by PROfounders Ca...",2010/12/07,Series A,£1 M
Refinery29 Raises $50 Million In Series D,https://techcrunch.com/2015/04/27/refinery29-raises-50-million-in-series-d/,"Refinery29, the 10-year-old media site that caters to the young female reader, has today announced the close of a $50 million Series D financing, led by Scripps Networks Interactive and WPP. Co-founde...",2015/04/27,Series D,$50 M
NextHealth raises $8.5M from Norwest to drive down medical costs,https://techcrunch.com/2016/08/18/nexthealth-raises-8-5m-from-norwest-to-drive-down-medical-costs/,"One of the few remaining universal truths is that healthcare costs are too high. Insurance companies are bucking under the pressure from the Affordable Care Act (ACA), and they are willing to try almo...",2016/08/18,NA,$8.5 M
CashKaro Raises $3.8M Series A To Become The Ebates Of Southeast Asia,https://techcrunch.com/2015/11/16/cashkaro/,"CashKaro, which claims to be India?s largest cashback and coupon site, is planning to expand into new countries after raising a $3.8 million Series A from Kalaari Capital. Founded in 2013 by husband-a...",2015/11/16,Series A,$3.8 M
Online Fashion Marketplace JOOR Raises $15M In Series B Funding,https://techcrunch.com/2013/07/25/online-fashion-marketplace-joor-raises-15m-in-series-b-funding/,"JOOR, an online wholesale fashion marketplace, has raised $15 million in Series B funding, according to an SEC filing from today. The round was led by Canaan Partners and joined by Advance Publication...",2013/07/25,Series B,$15 M
"EquipmentShare, the Airbnb of construction, raises $26 million",https://techcrunch.com/2017/01/24/equipmentshare-the-airbnb-of-construction-raises-26-million/,"It hasn?t even been a year since EquipmentShare raised a Series A round of funding, but the ?Airbnb of construction rentals,? has closed a $26 million Series B round. The Columbia, Missouri-based star...",2017/01/24,Series A,$26 M
Solinea Raises $4M Series A To Help Business Deploy OpenStack Clouds,https://techcrunch.com/2015/10/21/solinea-raises-4m-series-a-to-help-business-deploy-openstack-clouds/,"Deploying an OpenStack cloud is still anything but easy. Solinea helps enterprises design and deploy their private clouds, both as a consulting firm and as a technology provider. The company today ann...",2015/10/21,Series A,$4 M
Bid Management Platform For Building Contractors BuildingConnected Raises $8.5 Million In Series A,https://techcrunch.com/2015/11/05/bid-management-platform-for-building-contractors-buildingconnected-raises-8-5-million-in-series-a/,"BuildingConnected is a platform to help construction firms manage the details of a job, with the aim to help save time and money on building projects. Today, the startup announced it had raised $8.5 m...",2015/11/05,Series A,$8.5 M
HubSpot Closes $16 Million Series C Round Led By Scale Venture Partners,https://techcrunch.com/2009/10/19/hubspot-closes-16-million-series-c-round-led-by-scale-venture-partners/,"Digital marketing startup HubSpot has raised a third round of funding to the tune of $16 million, bringing the total invested in the Cambridge, MA company to a healthy $33.5 million. The round was led...",2009/10/19,Series C,$16 M
Iron.io Raises $8M Series A Round For Its Enterprise Cloud Infrastructure Services,https://techcrunch.com/2015/09/16/iron-io-raises-8m-series-a-round-for-its-enterprise-cloud-infrastructure-services/,"Iron.io today announced that it has raised a $8 million Series A round led by Baseline Ventures with participation from Bain Capital Ventures, Divergent Ventures, Ignition Partners, and Cloud Capital ...",2015/09/16,Series A,$8 M
"After bump in the road, Movinga raises â?¬17M Series C",https://techcrunch.com/2016/12/08/on-the-movinga-again/,"Berlin's startup scene is probably the most gossipy in Europe. And over the last year, one startup, removals platform Movinga, has generated more gossip than most. The company reportedly burned throug...",2016/12/08,Series C,¬17 M
MemSQL raises $36M Series C round for its in-memory database platform,https://techcrunch.com/2016/04/21/memsql-raises-36m-series-c-round-for-its-in-memory-database-platform/,In-memory database platformÂ MemSQL today announced that it has raised a $36 million Series C funding round. The round was led byÂ new investors REV and Caffeinated Capital and existing investors Accel ...,2016/04/21,Series C,$36 M
"Forter raises $32M Series C, continues battle against online fraud",https://techcrunch.com/2016/04/21/forter-series-c/,"Fraud prevention company ForterÂ today announced a $32 million Series C funding led byÂ Scale Venture Partners, with follow-on funding fromÂ Sequoia and NEA. The company uses its Decision as a Service al...",2016/04/21,Series C,$32 M
"Mesosphere raises $73.5M Series C led by HPE, with Microsoft as strategic investor",https://techcrunch.com/2016/03/24/mesosphere-raises-73-5m-series-c-led-by-hpe-with-microsoft-as-strategic-investor/,"Mesosphere, the container-centric company that aims to help enterprises better utilize their data centers with the help ofÂ its Data Center Operating System (DCOS), today announced that it has raised a...",2016/03/24,Series C,$73.5 M
Israeli Cybersecurity Firm Cybereason Raises $59M Series C Led By SoftBank,https://techcrunch.com/2015/10/13/israeli-cybersecurity-firm-cybereason-raises-59m-series-c-led-by-softbank/,"If you've been keeping up with the news, corporate security breaches are kind of a thing lately. Thus, it's no surprise thatÂ Cybereason, a cybersecurity firm that specializes in thwarting major corpor...",2015/10/13,Series C,$59 M
"Alexa & comScore Competitor SimilarWeb Raises Series C From Naspers, Is Now Headed To Mobile",https://techcrunch.com/2014/02/24/alexa-comscore-competitor-similarweb-raises-series-c-from-naspers-is-now-headed-to-mobile/,"SimilarGroup, the makers ofÂ a would-be Alexa killerÂ calledÂ SimilarWeb,Â which analyzes web rankings via a panel containing millions of web surfers, has raised a Series C round of funding. The new fundi...",2014/02/24,Series C,unknown
Restaurant Delivery Startup Deliveroo Raises $70M Series C,https://techcrunch.com/2015/07/27/series-c-delivered/,"Deliveroo, the on-demand startup that offers food delivery from premium restaurants that donâ??t traditionally offer a take-out service, appears to be on somewhat of a roll. It was justÂ two months ago t...",2015/07/27,Series C,$70 M
"Kiip, a mobile rewards startup, raises $12 million Series C round",https://techcrunch.com/2016/07/19/kiip-series-c-12-million/,"Mobile advertising can be really intrusive. But, ifÂ done right, you might not even notice you're being advertised to. That's what mobile rewards startup Kiip is all about. It allows advertisers to sea...",2016/07/19,Series C,$12 M
Indiaâ??s BankBazaar Raises $60M Series C Led By Amazon,https://techcrunch.com/2015/07/02/bankbazaar/,"BankBazaar, a startup that lets Indian consumers compare financial products online, has scored a $60 million Series C led by Amazon, with participation from Fidelity Growth Partners, Mousse Partners, ...",2015/07/02,Series C,$60 M
ShoZu raises Â£6m in Series C funding,https://techcrunch.com/2008/01/29/shozu-raises-6m-in-series-c-funding/,"ShoZu, best known as the UK-based developer of an application which allows you to upload to social sites like Flickr, has raised just over Â£6m ($12m) in Series C funding. SEB Venture Capital led the r...",2008/01/29,Series C,£6 M
Fraud Prevention Service Pindrop Raises $75M Series C Round Led By Google Capital,https://techcrunch.com/2016/01/28/fraud-prevention-service-pindrop-raises-75m-series-c-round-led-by-google-capital/,"Pindrop helps businessesÂ avoidÂ getting scammed on the phone by analyzing both the audio of a call and the metadata it has about a caller. After raising a total of $47 million since its launch in 2012,...",2016/01/28,Series C,$75 M
Euclid Analytics Raises $20M Series C To Track Consumer Behavior In Retail Stores,https://techcrunch.com/2016/01/14/euclid-analytics-raises-20m-series-c-to-track-consumer-behavior-in-retail-stores/,"Euclid Analytics plans to help more companies track customer behaviorÂ in their retail stores after raising a $20 million Series C. The funding will be used to acquire clients, add new employees, and b...",2016/01/14,Series C,$20 M
Placester Raises $27M Series C Round For Its Real Estate Marketing Platform,https://techcrunch.com/2015/11/24/placester-raises-27m-series-c-round-for-its-real-estate-marketing-platform/,"Placester, a service that helps real estate agents and brokers to serveÂ their clients and market themselves better, today announced that it has raised a $27 million Series C round. The round includes ...",2015/11/24,Series C,$27 M
Lending Platform China Rapid Finance Raises $35M Series C At A $1B Valuation,https://techcrunch.com/2015/07/29/china-rapid-finance/,"China Rapid Finance, which claims to be the countryâ??s largest online consumer lending marketplace, has closed a $35 million Series C round led by Broadline Capital. The round pegs the companyâ??s pre-mo...",2015/07/29,Series C,$35 M
"Coursera Raises $49.5M Series C Funding Led By NEA, Expects Second Closing Will Bring Total To $60M",https://techcrunch.com/2015/08/25/coursera-raises-49-5m-series-c-funding-led-by-nea-expects-second-closing-will-bring-total-to-60m/,The fast-growing online education service Coursera today announced that it has raisedÂ a $49.5 million Series C funding round led by New Enterprise Associates. Other investors include Kleiner Perkins C...,2015/08/25,Series C,$49.5 M
Carvana raises a $160M Series C to expand its online dealership and car vending machines nationwide,https://techcrunch.com/2016/08/10/carvana-raises-a-160m-series-c-to-expand-its-online-dealership-and-car-vending-machines-nationwide/,"The used car industry is an interesting business. The market is huge - 45 million used cars are bought each year in the U.S. But the biggest player, CarMax,Â only controls about 2% of the market - but ...",2016/08/10,Series C,$160 M
"Indiaâ??s FreeCharge, Which Gives Users Coupons When They Pay Bills, Raises $80M Series C",https://techcrunch.com/2015/02/05/freecharge-seriesc/,"FreeCharge, an India-based mobile commerce platform that gives users coupons and other rewards when they pay their phone, satellite television, and utility bills, has raised an $80 million series C. T...",2015/02/05,Series C,$80 M
"Conductor Raises $20M Series C To Improve Customersâ?? Search Rankings, Outlines Ambitions Beyond SEO",https://techcrunch.com/2012/10/30/conductor-20m-series-c/,"SEO company Conductor has just raised a $20 million Series C. The round was led by Investor Growth Capital, with participation from previous investors FirstMark Capital and Matrix Partners. Conductor'...",2012/10/30,Series C,$20 M
CareCloud raises $31.5 million in Series C for its cloud health care management platform,https://techcrunch.com/2016/11/15/carecloud-raises-31-5-million-in-series-c-for-its-cloud-based-healthcare-revenue-management-platform/,"CareCloud, the revenue management and health IT platform, announced it has raised $31.5 million in strategic Series C financing fromÂ The PNC Financial Services Group, Inc., First Data Corporation and ...",2016/11/15,Series C,$31.5 M
ExtraHop Raises $41M Series C Round For Its Real-Time IT Analytics Service,https://techcrunch.com/2014/05/29/extrahop-raises-41m-series-c-round-for-its-real-time-it-analytics-service/,"Seattle-based ExtraHop, a service that offers real-time analytics based on analyzing data right offÂ the wire instead of using software that runs on the server, today announced that it has raised a $41...",2014/05/29,Series C,$41 M
2tor Raises $32.5 Million Series C To Make Online Education Great,https://techcrunch.com/2011/03/15/2tor-32-5-million-online-education/,"""One reason online education isnâ??t that good is I donâ??t think it is trying to be that good,"" says John Katzman, the CEO of 2tor, an online education startup that is trying to break that mold. The comp...",2011/03/15,Series C,$32.5 M
"Quora Wants To Stay Independent, Raises $80M Series C From Tiger Global At ~$900M Valuation",https://techcrunch.com/2014/04/09/quora-forever/,"Startups get acquired and shut down. That threat could scare people out of writing deep answers on Quora's Q&A site. So it'sÂ just raised an $80 million Series C because ""We specifically want to stay i...",2014/04/09,Series C,$80 M
Brazilian Antivirus Startup PSafe Raises $30M Series C From Chinaâ??s Qihoo 360 And Redpoint e.ventures,https://techcrunch.com/2013/12/03/brazilian-antivirus-startup-psafe-raises-30m-series-c-from-chinas-360-and-redpoint-e-ventures/,"Brazilian antivirus startup PSafeÂ announced a $30 million Series C investment round today. Chinese antivirus company Qihoo 360Â led the round with a $25 million investment, and existing investors Redpo...",2013/12/03,Series C,$30 M
WorldStores Raises $15M Series C To Build Out Its Amazon-Style Ecommerce Model For Home & Garden Products,https://techcrunch.com/2013/06/03/worldstores-15m-series-c/,"WorldStores, a U.K.-based online retailer of home and garden products going after supplier scale to fuel its growth, has raised Â£10 million (US$15.2 million) in Series C funding, led by Serena Capital...",2013/06/03,Series C,$15 M
"Kidsâ?? Clothing Service thredUP Raises $14.5M Series C, Plans Expansion Into Teen & Adult Apparel",https://techcrunch.com/2012/10/03/kids-clothing-service-thredup-raises-14-5m-series-c-plans-expansion-into-teen-adult-apparel/,"Online kidsâ?? clothing consignment shopÂ thredUPÂ is taking in additional capital in order to further scale its operations and expand to new verticals, the company announced today. New investor Highland ...",2012/10/03,Series C,$14.5 M
SeatGeek Raises $62 Million In A Series C Led By Technology Crossover Ventures,https://techcrunch.com/2015/04/02/seatgeek-raises-62-million-in-a-series-c-led-by-technology-crossover-ventures/,"Online ticket sales startup SeatGeek has raised $62Â million in Series C funding. Co-founder Jack Groetzinger confirmed to TechCrunch that the round was led byÂ Technology Crossover Ventures,Â with parti...",2015/04/02,Series C,$62 M
"Decide.com Raises $8M Series C For Its Price Predictions Engine; Will Expand To More Categories, Improve Data Mining & Mobile Apps",https://techcrunch.com/2013/03/22/decide-com-raises-8m-series-c-for-its-price-predictions-engine-will-expand-to-more-categories-improve-data-mining-mobile-apps/,"Shopping and comparison engineÂ Decide.com, which offers suggestions as to not just what to buy but also when, is announcing today that it has raised $8 million in Series C funding, in a round led by V...",2013/03/22,Series C,$8 M
"Honest Co., Jessica Albaâ??s E-Commerce Startup, Has Raised A $70M Series C",https://techcrunch.com/2014/08/27/honest-co-jessica-albas-e-commerce-startup-has-raised-a-70m-series-c/,"Honest Co., an e-commerce startup co-founded by actress Jessica Alba that makes and sells eco-friendly personal care products, has raised $70 million in a series C funding round, the company announced...",2014/08/27,Series C,$70 M
Social Events Platform DoubleDutch Raises $10 Million Series C Led By Bessemer,https://techcrunch.com/2013/09/25/social-events-platform-doubledutch-raises-10-million-series-c-led-by-bessemer/,"Rapidly growing mobile events application platform DoubleDutchÂ raised $10 million in Series C funding TechCrunch learned, in an oversubscribed round led in large part by Byron Deeter of Bessemer Ventu...",2013/09/25,Series C,$10 M
Cloud-Based Mobile App Testing & Monitoring Platform Perfecto Mobile Raises $15 Million Series C,https://techcrunch.com/2012/10/16/cloud-based-mobile-app-testing-monitoring-platform-perfecto-mobile-raises-15-million-series-c/,"Boston and Israel-basedÂ PerfectoÂ Mobile, the makers of a testing and monitoring platform for mobile apps and websites, is today announcing it has secured $15 million in a Series C round of financing. ...",2012/10/16,Series C,$15 M
Twilio Raises $17 Million Series C From Bessemer and Union Square To Expand Abroad,https://techcrunch.com/2011/12/07/twilio-series-c/,"Cloud communications pioneer Twilio is dominating the USÂ with APIs that let developers add SMS, voice, and VoIP functionality to apps. Now it plans to roll out services to 20 more European countries u...",2011/12/07,Series C,$17 M
Wonga raises Â£73m in Series C funding to double-down on massive UK growth,https://techcrunch.com/2011/02/16/wonga-raises-73m-in-series-c-funding-to-double-down-on-massive-uk-growth-2/,"Wonga, the short-loans company which uses a realtime platform to assess users applications instead of people, has raised a significant Â£73 million ($117 million) funding round - actually a Series C - ...",2011/02/16,Series C,£73 M
"Harryâ??s Raises $75.6 Million In Series C, Valued At $750 Million Post Money",https://techcrunch.com/2015/07/07/harrys-raises-75-6-million-in-series-c-valued-at-750-million-post-money/,"Harry's, the direct-to-consumer mens' razor company, has just announced the close of a $75.6 million Series C funding round led by Wellington Management. A source confirmed with TechCrunch that the co...",2015/07/07,Series C,$75.6 M
Confirmed: Color Genomics is in the final stages of an $80 million Series C financing round,https://techcrunch.com/2017/08/16/color-genomics-has-raised-52-million-in-equity-financing/,"Genetic health screening startup Color GenomicsÂ is in the final stages of allocations for an $80 million Series C financing round, TechCrunch has confirmed with the company. Axios first spotted Color ...",2017/08/16,Series C,$80 M
On-demand staffing startup HourlyNerd lands $22 million Series C,https://techcrunch.com/2016/07/05/on-demand-staffing-startup-hourlynerd-lands-22-million-series-c/,"HourlyNerd, a Boston-based startup, aspires to be more than anÂ on-demand staffingÂ service for skilled employees. It wants to be a full-service platform for large companies to change the way they think...",2016/07/05,Series C,$22 M
Epic! raises $8 million to keep kids reading in a digital age,https://techcrunch.com/2017/05/30/epic-raises-8-million-to-keep-kids-reading-in-a-digital-age/,"The makers of Epic!, one of many apps jockeying to becomeÂ a ""Netflix for books,"" have raised $8 million in a round led by Reach Capital, the education-specialized venture firm. Additional investors in...",2017/05/30,NA,$8 M
EnteloÂ steps up its AI game with $20M Series CÂ ,https://techcrunch.com/2017/06/15/entelo-steps-up-its-ai-game/,"The race to crown a winner in the AI-powered recruiting software space is on. With both Workey and Mya nabbing rounds in the last few weeks, the timing is prime for a few players to seek advantage in ...",2017/06/15,Series C,$20 M
Shopify Raises $100M To Drop The â??Eâ?? And Become The Commerce Company That Spans On- And Offline,https://techcrunch.com/2013/12/11/shopify-100-million-series-c/,"Ottawa-based Shopify has already raised a considerable amount of money, especially for a Canadian company, and its Series C round continues that theme: The e-commerce company has raised $100 million f...",2013/12/11,Series C,$100 M
"Carspring, a London and Berlin startup that lets you buy a used car online, raises Â£5M Series B",https://techcrunch.com/2017/08/01/carspring-2/,"Carspring, the London and Berlin used car buying platform founded by Rocket Internet, has picked up Â£5 million in Series B funding. Backing the round are Rocket Internet itself, along with Channel 4â??s...",2017/08/01,Series B,£5 M
Orbital Insight closes $50M Series C led by Sequoia,https://techcrunch.com/2017/05/02/orbital-insight-closes-50m-series-c-led-by-sequoia/,"This morning,Â Orbital Insight, a geospatial analytics startup, announced it had completed raising a $50 million Series C round of financing from Sequoia. The fresh capital brings the company's total f...",2017/05/02,Series C,$50 M
VTS raises $55M for its commercial real estate management platform,https://techcrunch.com/2016/05/04/vts-raises-55m-for-its-commercial-real-estate-management-platform/20/,"VTS, a commercialÂ leasing and asset management platform for landlords and brokerages, today announced that it has raised a $55 million Series C funding round led by Insight Venture Partners. Previous ...",2016/05/04,Series C,$55 M
VTS raises $55M for its commercial real estate management platform,https://techcrunch.com/2016/05/04/vts-raises-55m-for-its-commercial-real-estate-management-platform/,"VTS, a commercialÂ leasing and asset management platform for landlords and brokerages, today announced that it has raised a $55 million Series C funding round led by Insight Venture Partners. Previous ...",2016/05/04,Series C,$55 M
DailyWorth Raises Additional $1 Million For Series A,https://techcrunch.com/2013/04/22/dailyworth-raises-a-1-million-series-a2-financing-round/,"DailyWorth, an online community for financially minded women, is adding $1 million to their existing Series A round of funding. The money comes sixteen months after DailyWorthÂ raised $2 million in the...",2013/04/22,Series A,$1 M
Momenta raises $46M Series B for its self-driving car software,https://techcrunch.com/2017/07/25/momenta-raises-46m-series-b-for-its-self-driving-car-software/,"Beijing-based Momenta announced this morning that it raised a $46 million Series B round led by NIO Capital.Â Momenta produces self-driving car software that applies deep learning to mapping, path plan...",2017/07/25,Series B,$46 M
Series A Is The New Series B,https://techcrunch.com/2014/06/04/series-a-is-the-new-series-b/,"Editorâ??s note:Â Ben Narasin is a long-time entrepreneur, president ofÂ TriplePoint Ventures, the seed equity practice ofÂ TriplePoint Capital, and a freelance writer.Â  When I moved to Silicon Valley over...",2014/06/04,Series A,unknown
Canadaâ??s Assent Compliance raises $31.4M Series B round to help businesses stay in compliance,https://techcrunch.com/2017/07/14/canadas-assent-compliance-raises-31-4m-series-b-round-to-help-businesses-stay-in-compliance/,"Assent Compliance, an Ottawa-based startup, isn't in a sexy space. The company focuses on helping enterprises collect the necessary data to keep their global supply chains in compliance with local and...",2017/07/14,Series B,$31.4 M
Doctor On Demand Raises $21M Series A And Adds Comcast As A Customer,https://techcrunch.com/2014/08/06/doctor-on-demand-raises-21m-series-a-and-adds-comcast-as-a-customer/,"Doctor on Demand, the service that lets you video connect with aÂ U.S. physician on Android and iOS for $40, closed a $21 million Series A round led by Venrock, Shasta Ventures and angel investor Sir R...",2014/08/06,Series A,$21 M
Cozy raises $8.5M Series B to simplify life for property managers and renters,https://techcrunch.com/2016/08/30/cozy-raises-8-5m-series-b-to-simplify-life-for-property-managers-and-renters/,"Cozy, a platform to streamline interactions between property managers and renters, closed an $8.5 million Series B today led byÂ American Family Ventures, with participation fromÂ Social Capital, Genera...",2016/08/30,Series B,$8.5 M
Snapsheet raises $20 million for app to help drivers file claims after a crash,https://techcrunch.com/2016/10/17/snapsheet-raises-20-million-for-app-to-help-drivers-file-claims-after-a-crash/,A Chicago-based startup called Snapsheet has raised a Series C round of $20 million to make life easier for people who have been through a car crash. The companyâ??s cloud-based software is used by auto...,2016/10/17,Series C,$20 M
ANAâ??s new C-3PO jet is fluent in over 6 million forms of communication,https://techcrunch.com/2017/03/22/anas-new-c-3po-jet-is-fluent-in-over-6-million-forms-of-communication/,"Fancy paint jobs for airplanes are nothing novel, but few airlines ever really commit to making their jets look unique like Japan's ANA. The air carrier's latest customÂ craft is one of its Star Wars s...",2017/03/22,NA, 6 M
Midokura raises $20M Series B round for its network virtualization platform,https://techcrunch.com/2016/06/08/midokura-raises-20m-series-b-round-for-its-network-virtualization-platform/,Network virtualization specialist Midokura today announcedÂ it has raised a $20 million Series B round with participation from Japanese fintech company Simplex and existing investors like Allen Miner a...,2016/06/08,Series B,$20 M
"Muzooka Raises $3M In Series A To Expand, Shift Focus To Music Data Exploration",https://techcrunch.com/2014/08/11/muzooka-raises-3m-in-series-a-to-expand-shift-focus-to-music-data-exploration/,"Muzooka, a cross-platformÂ music discovery tool that connects artists and producers through crowdsourcing, raised $3 million in a Series A-1 round, bringing the total capital raised to $3.6 million. Mu...",2014/08/11,Series A,$3 M
Mobile App Testing Startup Sauce Labs Raises $5M,https://techcrunch.com/2013/07/16/sauce-labs-5m-series-c-funding/,"Cloud-based app-testing serviceÂ Sauce LabsÂ closed $5 million in Series C funding today, led by Toba Capital, with angel investor Scott Banister and previous investor Triage Ventures participating.Â Thi...",2013/07/16,Series C,$5 M
Rubrik snares $61 million Series C led by Khosla Ventures,https://techcrunch.com/2016/08/16/rubrik-snares-61-million-series-c-led-by-khosla-ventures/,"In a year where money is harder to come by, especially from conventional venture capital sources, Rubrik is a notable exception, announcing a $61 million Series C round from several brand-namedÂ Silico...",2016/08/16,Series C,$61 M
Carbon raises $81 million for international expansion of its rapid 3D-printing tech,https://techcrunch.com/2016/09/15/carbon-3d-raises-81-million-for-international-expansion-of-its-rapid-3-d-printing-tech/,"Large manufacturers of high-tech products, from luxury vehicles to elastomers and resins, have lined up to invest in and partner with CarbonÂ (formerly known as Carbon 3D) the Redwood City, Calif. comp...",2016/09/15,NA,$81 M
Moglix raises $12M Series B to digitize Indiaâ??s manufacturing industry,https://techcrunch.com/2017/07/06/moglix-raises-12m-series-b-to-digitize-indias-manufacturing-industry/,"Moglix launched in 2015 as an online store for tools and construction supplies, but now itâ??s venturing into enterprise software with the launch of GreenGST to help Indian manufacturers become complian...",2017/07/06,Series B,$12 M
Calling Bullshit On The Series A Crunch,https://techcrunch.com/2011/11/09/bullshit-series-a-crunch/,Editor's note: Guest contributor Paul Lee is a Partner at Lightbank Capital. Â You can follow him @iPaulLee. A lot has been written about the Series A Crunch.Â  The gist of the argument is that the numb...,2011/11/09,Series A,unknown
Chinese Airbnb Rival Xiaozhu Closes $60M Series C Round,https://techcrunch.com/2015/07/10/xiaozhu-series-c/,"Is there something in the water for peer-to-peer rental websites right now? Fresh from U.S. juggernaut AirbnbÂ raising $1.5 billionÂ andÂ China'sÂ Tujia taking inÂ $250 million last month,Â Xiaozhu -- anoth...",2015/07/10,Series C,$60 M
Dave McClure Isnâ??t Worried About The â??Series A Crunchâ??,https://techcrunch.com/2012/01/21/dave-mcclure-series-a-crunch/,"In recent months, there's been some hand-wringing about a ""Series A Crunch"" â?? namely, a glut of startups raising seed and angel funding, then struggling once they need a proper Series A. But in a rece...",2012/01/21,Series A,unknown
"Elevance Raises $100 Million More To Make Chemicals And Fuel From Plant Oils, Poultry Fat",https://techcrunch.com/2010/12/21/elevance-series-c-100-million/,"Elevance Renewable Sciencesâ?? a Chicago area company that uses soybean-, corn- and sunflower oils, poultry fat and other feedstock from renewables to make jet fuel, diesel and specialty chemicalsâ?? has ...",2010/12/21,NA,$100 M
